protein_id,n_verts,n_violations,violation_frac,n_violations_in_query,max_abs_esp_overall,max_abs_esp_violation,max_abs_esp_clean,max_penetration_A
AF-H2KY86-F1,127567,10,7.839017927834e-05,2,34.689247131347656,34.689247131347656,27.664262771606445,1.796022486855187
AF-Q9NL40-F1,162159,10,6.166786919011587e-05,1,62.59310531616211,62.59310531616211,14.65297794342041,1.1014501283317468
AF-Q4IR09-F1,173704,9,5.181227835858702e-05,1,148.27796936035156,148.27796936035156,18.387496948242188,1.2370545896778693
AF-Q54IT1-F1,177387,9,5.0736525224509125e-05,1,70.67652130126953,70.67652130126953,14.600249290466309,1.1876559579833244
AF-Q149C2-F1,132865,5,3.763218304293832e-05,0,107.60550689697266,14.833876609802246,107.60550689697266,1.6518482927627705
AF-A0A7M4BDQ2-F1,118687,3,2.5276567779116498e-05,2,13.112493515014648,11.852532386779785,13.112493515014648,1.5916587436918355
AF-0000000000862687,26881,0,0.0,0,20.673171997070312,nan,20.673171997070312,nan
AF-0000000002630533,24941,0,0.0,0,12.341407775878906,nan,12.341407775878906,nan
AF-0000000010298274,27156,0,0.0,0,9.455910682678223,nan,9.455910682678223,nan
AF-A0A023PYI2-F1,24177,0,0.0,0,14.69515323638916,nan,14.69515323638916,nan
AF-A0A023W163-F1,30706,0,0.0,0,10.275650024414062,nan,10.275650024414062,nan
AF-A0A075TR27-F1,30027,0,0.0,0,21.362689971923828,nan,21.362689971923828,nan
AF-0000000008571255,61667,0,0.0,0,14.70980453491211,nan,14.70980453491211,nan
AF-A0A0H2ZQL5-F1,36281,0,0.0,0,16.182584762573242,nan,16.182584762573242,nan
AF-A0A0H3K9F2-F1,18918,0,0.0,0,34.412689208984375,nan,34.412689208984375,nan
AF-A0A0P0UTQ7-F1,20601,0,0.0,0,12.525826454162598,nan,12.525826454162598,nan
AF-A0A0M3KKZ0-F1,37286,0,0.0,0,16.258018493652344,nan,16.258018493652344,nan
AF-A0A0P1AAU8-F1,44953,0,0.0,0,13.999006271362305,nan,13.999006271362305,nan
AF-A0A2R8Y7D0-F1,21322,0,0.0,0,16.050106048583984,nan,16.050106048583984,nan
AF-A0A0A2K6S6-F1,171245,0,0.0,0,11.972068786621094,nan,11.972068786621094,nan
AF-A0A0G2KIZ8-F1,171486,0,0.0,0,15.08099365234375,nan,15.08099365234375,nan
AF-A0A0W1JK39-F1,66035,0,0.0,0,18.124481201171875,nan,18.124481201171875,nan
AF-A0A0G2JUG7-F1,189318,0,0.0,0,15.690834045410156,nan,15.690834045410156,nan
AF-A0A1D8PM93-F1,79425,0,0.0,0,12.505069732666016,nan,12.505069732666016,nan
AF-A0PV29-F1,26915,0,0.0,0,22.884571075439453,nan,22.884571075439453,nan
AF-A0SVK0-2-F1,41034,0,0.0,0,17.277971267700195,nan,17.277971267700195,nan
AF-A0A3B6UES5-F1,104234,0,0.0,0,26.838254928588867,nan,26.838254928588867,nan
AF-A1SHW4-F1,14180,0,0.0,0,17.670564651489258,nan,17.670564651489258,nan
AF-A1CWA9-F1,53386,0,0.0,0,28.366573333740234,nan,28.366573333740234,nan
AF-A0A437AFK1-F1,137993,0,0.0,0,11.627358436584473,nan,11.627358436584473,nan
AF-A1JJW5-F1,44628,0,0.0,0,50.817195892333984,nan,50.817195892333984,nan
AF-A0A8M1NHK4-F1,113505,0,0.0,0,15.884306907653809,nan,15.884306907653809,nan
AF-A1RGW7-F1,26317,0,0.0,0,15.33653736114502,nan,15.33653736114502,nan
AF-A1TD35-F1,31690,0,0.0,0,11.163107872009277,nan,11.163107872009277,nan
AF-A2RD55-F1,22658,0,0.0,0,13.513691902160645,nan,13.513691902160645,nan
AF-A1Y9I9-F1,31917,0,0.0,0,21.541261672973633,nan,21.541261672973633,nan
AF-A2S514-F1,10862,0,0.0,0,9.432001113891602,nan,9.432001113891602,nan
AF-A2RVQ5-2-F1,27803,0,0.0,0,13.667542457580566,nan,13.667542457580566,nan
AF-A1L1K8-F1,101182,0,0.0,0,10.283493041992188,nan,10.283493041992188,nan
AF-A1V194-F1,44079,0,0.0,0,18.608076095581055,nan,18.608076095581055,nan
AF-A3MMM6-F1,15967,0,0.0,0,8.387762069702148,nan,8.387762069702148,nan
AF-A2RVQ5-F1,49201,0,0.0,0,14.267536163330078,nan,14.267536163330078,nan
AF-A4D1F6-2-F1,17111,0,0.0,0,16.111120223999023,nan,16.111120223999023,nan
AF-A1X154-F1,80548,0,0.0,0,13.54036808013916,nan,13.54036808013916,nan
AF-A4D161-3-F1,39674,0,0.0,0,10.551895141601562,nan,10.551895141601562,nan
AF-A1ZBY1-3-F1,88537,0,0.0,0,16.243154525756836,nan,16.243154525756836,nan
AF-A1ZBY1-F1,81960,0,0.0,0,14.421160697937012,nan,14.421160697937012,nan
AF-A2T2X4-F1,71280,0,0.0,0,14.955223083496094,nan,14.955223083496094,nan
AF-A4FV84-F1,36196,0,0.0,0,12.68705940246582,nan,12.68705940246582,nan
AF-A4Y1D2-F1,21420,0,0.0,0,14.49401569366455,nan,14.49401569366455,nan
AF-A4XQL6-F1,28712,0,0.0,0,11.094839096069336,nan,11.094839096069336,nan
AF-A4IT51-F1,55078,0,0.0,0,15.865496635437012,nan,15.865496635437012,nan
AF-A4W488-F1,47249,0,0.0,0,14.733789443969727,nan,14.733789443969727,nan
AF-A5LHG2-F1,26099,0,0.0,0,16.02788543701172,nan,16.02788543701172,nan
AF-A3DFA0-F1,85671,0,0.0,0,21.795663833618164,nan,21.795663833618164,nan
AF-A4VQH5-F1,30164,0,0.0,0,16.870162963867188,nan,16.870162963867188,nan
AF-A4JPY1-F1,75998,0,0.0,0,30.879636764526367,nan,30.879636764526367,nan
AF-A5U6Z7-F1,45232,0,0.0,0,17.430007934570312,nan,17.430007934570312,nan
AF-A5VNL0-F1,35726,0,0.0,0,25.281288146972656,nan,25.281288146972656,nan
AF-A5DSS9-F1,85954,0,0.0,0,14.083030700683594,nan,14.083030700683594,nan
AF-A6NFN3-2-F1,69880,0,0.0,0,12.41893196105957,nan,12.41893196105957,nan
AF-A6NFN3-F1,67056,0,0.0,0,9.856013298034668,nan,9.856013298034668,nan
AF-A6QGP7-F1,46913,0,0.0,0,16.28645133972168,nan,16.28645133972168,nan
AF-A6QLW2-F1,39412,0,0.0,0,23.116012573242188,nan,23.116012573242188,nan
AF-A6NNY8-F1,67119,0,0.0,0,10.577065467834473,nan,10.577065467834473,nan
AF-A5E3K3-F1,128775,0,0.0,0,26.70152473449707,nan,26.70152473449707,nan
AF-A6QLP2-F1,91282,0,0.0,0,12.81363296508789,nan,12.81363296508789,nan
AF-A6X3N5-F1,37548,0,0.0,0,16.262739181518555,nan,16.262739181518555,nan
AF-A6UX24-F1,41924,0,0.0,0,14.364465713500977,nan,14.364465713500977,nan
AF-A6RIE1-F1,82815,0,0.0,0,14.292145729064941,nan,14.292145729064941,nan
AF-A7I4I0-F1,33690,0,0.0,0,24.00579833984375,nan,24.00579833984375,nan
AF-A6UVQ1-F1,59518,0,0.0,0,12.443771362304688,nan,12.443771362304688,nan
AF-A7ZFZ0-F1,19985,0,0.0,0,21.945724487304688,nan,21.945724487304688,nan
AF-A7E5J5-F1,70302,0,0.0,0,17.907352447509766,nan,17.907352447509766,nan
AF-A7ZML6-F1,44552,0,0.0,0,28.958147048950195,nan,28.958147048950195,nan
AF-A8MTA8-2-F1,46721,0,0.0,0,10.103724479675293,nan,10.103724479675293,nan
AF-A9W3I1-F1,36775,0,0.0,0,15.830748558044434,nan,15.830748558044434,nan
AF-A9WHR4-F1,22629,0,0.0,0,9.121627807617188,nan,9.121627807617188,nan
AF-A8JF70-F1,114991,0,0.0,0,9.554031372070312,nan,9.554031372070312,nan
AF-A6SK19-F1,209783,0,0.0,0,13.472810745239258,nan,13.472810745239258,nan
AF-B0S1M1-F1,17998,0,0.0,0,15.186888694763184,nan,15.186888694763184,nan
AF-B0SDN6-F1,27911,0,0.0,0,12.133749008178711,nan,12.133749008178711,nan
AF-A9ZPH9-F1,48704,0,0.0,0,18.03482437133789,nan,18.03482437133789,nan
AF-B0UCS0-F1,47349,0,0.0,0,12.46342658996582,nan,12.46342658996582,nan
AF-A8WRJ2-F1,143940,0,0.0,0,16.66383934020996,nan,16.66383934020996,nan
AF-B1VH88-F1,27662,0,0.0,0,14.468840599060059,nan,14.468840599060059,nan
AF-B1Y8E1-F1,25272,0,0.0,0,15.05246639251709,nan,15.05246639251709,nan
AF-B3GYL3-F1,30607,0,0.0,0,12.05180835723877,nan,12.05180835723877,nan
AF-A8WSQ9-F1,176694,0,0.0,0,12.621211051940918,nan,12.621211051940918,nan
AF-B0XTS1-F1,115153,0,0.0,0,13.498373031616211,nan,13.498373031616211,nan
AF-B2TJH6-F1,54702,0,0.0,0,15.708797454833984,nan,15.708797454833984,nan
AF-B2B4I8-F1,87448,0,0.0,0,17.455751419067383,nan,17.455751419067383,nan
AF-A9ZPC9-F1,189134,0,0.0,0,16.550416946411133,nan,16.550416946411133,nan
AF-B4T556-F1,20679,0,0.0,0,8.28536319732666,nan,8.28536319732666,nan
AF-B4TGF8-F1,15509,0,0.0,0,9.927199363708496,nan,9.927199363708496,nan
AF-B5L3X1-F1,31312,0,0.0,0,23.98974609375,nan,23.98974609375,nan
AF-B2C6R6-F1,156013,0,0.0,0,11.21851634979248,nan,11.21851634979248,nan
AF-B3LMH0-F1,90405,0,0.0,0,21.82259178161621,nan,21.82259178161621,nan
AF-B5QU79-F1,34885,0,0.0,0,19.94243812561035,nan,19.94243812561035,nan
AF-B5FB67-F1,55406,0,0.0,0,18.137664794921875,nan,18.137664794921875,nan
AF-B5YEG9-F1,32558,0,0.0,0,13.05191707611084,nan,13.05191707611084,nan
AF-B6I7H1-F1,45790,0,0.0,0,26.97234344482422,nan,26.97234344482422,nan
AF-B4U108-F1,74500,0,0.0,0,31.836849212646484,nan,31.836849212646484,nan
AF-B4KE73-F1,131045,0,0.0,0,18.063701629638672,nan,18.063701629638672,nan
AF-B7FAS6-2-F1,53982,0,0.0,0,8.013588905334473,nan,8.013588905334473,nan
AF-B6V866-F1,58057,0,0.0,0,28.295063018798828,nan,28.295063018798828,nan
AF-B7N7Y9-F1,18501,0,0.0,0,12.359467506408691,nan,12.359467506408691,nan
AF-B7NEU6-F1,26851,0,0.0,0,19.864675521850586,nan,19.864675521850586,nan
AF-B7MMA1-F1,38713,0,0.0,0,21.97332191467285,nan,21.97332191467285,nan
AF-B8I2Z7-F1,12049,0,0.0,0,10.721526145935059,nan,10.721526145935059,nan
AF-B7ZS96-F1,23045,0,0.0,0,12.91457462310791,nan,12.91457462310791,nan
AF-B8EMP4-F1,31323,0,0.0,0,10.118284225463867,nan,10.118284225463867,nan
AF-C0HJD7-F1,12045,0,0.0,0,10.4320707321167,nan,10.4320707321167,nan
AF-C0HLS4-F1,15060,0,0.0,0,11.835003852844238,nan,11.835003852844238,nan
AF-B9J7E0-F1,21877,0,0.0,0,11.034491539001465,nan,11.034491539001465,nan
AF-B7FAS6-F1,96458,0,0.0,0,10.185934066772461,nan,10.185934066772461,nan
AF-B7SP66-F1,41467,0,0.0,0,19.957962036132812,nan,19.957962036132812,nan
AF-B9M6F1-F1,31985,0,0.0,0,16.678224563598633,nan,16.678224563598633,nan
AF-C3PNP6-F1,28074,0,0.0,0,35.84170150756836,nan,35.84170150756836,nan
AF-C0LU16-F1,26562,0,0.0,0,14.549195289611816,nan,14.549195289611816,nan
AF-C3TS10-F1,16635,0,0.0,0,12.864269256591797,nan,12.864269256591797,nan
AF-C4XIS1-F1,16400,0,0.0,0,8.367870330810547,nan,8.367870330810547,nan
AF-C3MAG3-F1,20421,0,0.0,0,15.888976097106934,nan,15.888976097106934,nan
AF-C5A1H1-F1,11380,0,0.0,0,8.895862579345703,nan,8.895862579345703,nan
AF-D0NP16-F1,27617,0,0.0,0,11.143109321594238,nan,11.143109321594238,nan
AF-C1DFU4-F1,45604,0,0.0,0,23.413070678710938,nan,23.413070678710938,nan
AF-B7F7B9-F1,122126,0,0.0,0,19.526723861694336,nan,19.526723861694336,nan
AF-D4GTA5-F1,52677,0,0.0,0,22.447891235351562,nan,22.447891235351562,nan
AF-E1W823-F1,35742,0,0.0,0,13.602563858032227,nan,13.602563858032227,nan
AF-D5EXZ4-F1,77459,0,0.0,0,19.174848556518555,nan,19.174848556518555,nan
AF-C4L192-F1,91758,0,0.0,0,27.61872673034668,nan,27.61872673034668,nan
AF-E7KCH3-F1,47601,0,0.0,0,12.44210433959961,nan,12.44210433959961,nan
AF-E9P8D2-F1,27001,0,0.0,0,26.71901512145996,nan,26.71901512145996,nan
AF-E9Q7M2-3-F1,24215,0,0.0,0,10.214445114135742,nan,10.214445114135742,nan
AF-E5AV36-F1,88307,0,0.0,0,15.653775215148926,nan,15.653775215148926,nan
AF-E7CY69-F1,70417,0,0.0,0,28.020586013793945,nan,28.020586013793945,nan
AF-D5EY13-F1,83313,0,0.0,0,28.745189666748047,nan,28.745189666748047,nan
AF-F4HXU3-2-F1,25542,0,0.0,0,13.27177619934082,nan,13.27177619934082,nan
AF-E6LHV7-F1,86914,0,0.0,0,16.417226791381836,nan,16.417226791381836,nan
AF-F1DBB3-F1,48570,0,0.0,0,19.23972511291504,nan,19.23972511291504,nan
AF-F4HXU3-3-F1,19590,0,0.0,0,10.826290130615234,nan,10.826290130615234,nan
AF-F1Q7Z7-F1,59980,0,0.0,0,14.580103874206543,nan,14.580103874206543,nan
AF-D3YXK2-F1,215122,0,0.0,0,17.556058883666992,nan,17.556058883666992,nan
AF-F4HVA6-2-F1,88902,0,0.0,0,12.420777320861816,nan,12.420777320861816,nan
AF-F2RB81-F1,117850,0,0.0,0,29.879344940185547,nan,29.879344940185547,nan
AF-F4IHY7-F1,115080,0,0.0,0,15.739697456359863,nan,15.739697456359863,nan
AF-F4JG10-F1,86644,0,0.0,0,13.137192726135254,nan,13.137192726135254,nan
AF-F4JH53-F1,107613,0,0.0,0,13.215450286865234,nan,13.215450286865234,nan
AF-F4KGQ0-2-F1,35103,0,0.0,0,15.262747764587402,nan,15.262747764587402,nan
AF-F6W8I0-F1,31555,0,0.0,0,10.208759307861328,nan,10.208759307861328,nan
AF-F4JI44-2-F1,129194,0,0.0,0,16.600194931030273,nan,16.600194931030273,nan
AF-F4JHA2-2-F1,144227,0,0.0,0,23.30549430847168,nan,23.30549430847168,nan
AF-F5B8W5-F1,107677,0,0.0,0,23.68999481201172,nan,23.68999481201172,nan
AF-G2XDH0-F1,66067,0,0.0,0,15.277441024780273,nan,15.277441024780273,nan
AF-F4JC20-F1,249244,0,0.0,0,12.277841567993164,nan,12.277841567993164,nan
AF-G3XGC1-F1,75354,0,0.0,0,22.22081756591797,nan,22.22081756591797,nan
AF-I1VC85-F1,17346,0,0.0,0,12.661892890930176,nan,12.661892890930176,nan
AF-I1C083-F1,18284,0,0.0,0,15.204089164733887,nan,15.204089164733887,nan
AF-G2X3G1-F1,161939,0,0.0,0,17.150482177734375,nan,17.150482177734375,nan
AF-H2KY86-2-F1,67364,0,0.0,0,12.343218803405762,nan,12.343218803405762,nan
AF-G5EG38-F1,96765,0,0.0,0,17.853912353515625,nan,17.853912353515625,nan
AF-F6N7K6-F1,147513,0,0.0,0,30.586395263671875,nan,30.586395263671875,nan
AF-I6XFS7-F1,22699,0,0.0,0,15.468647956848145,nan,15.468647956848145,nan
AF-I6L899-2-F1,66935,0,0.0,0,10.664716720581055,nan,10.664716720581055,nan
AF-K7N5K9-F1,22594,0,0.0,0,13.326181411743164,nan,13.326181411743164,nan
AF-M1JJT8-F1,35182,0,0.0,0,10.83073902130127,nan,10.83073902130127,nan
AF-G5E8Z2-F1,177547,0,0.0,0,15.151176452636719,nan,15.151176452636719,nan
AF-I3L5V6-F1,97732,0,0.0,0,13.580055236816406,nan,13.580055236816406,nan
AF-O06926-F1,35753,0,0.0,0,12.98153305053711,nan,12.98153305053711,nan
AF-I6L899-F1,141181,0,0.0,0,10.379228591918945,nan,10.379228591918945,nan
AF-O01477-F1,123873,0,0.0,0,16.089418411254883,nan,16.089418411254883,nan
AF-O00899-F1,134476,0,0.0,0,16.594804763793945,nan,16.594804763793945,nan
AF-J9VND4-F1,179524,0,0.0,0,13.491676330566406,nan,13.491676330566406,nan
AF-O07436-F1,53950,0,0.0,0,16.86077880859375,nan,16.86077880859375,nan
AF-O03685-F1,110477,0,0.0,0,24.3856258392334,nan,24.3856258392334,nan
AF-O08807-F1,44117,0,0.0,0,14.634167671203613,nan,14.634167671203613,nan
AF-O14810-F1,28700,0,0.0,0,11.669835090637207,nan,11.669835090637207,nan
AF-O08674-F1,76435,0,0.0,0,13.515883445739746,nan,13.515883445739746,nan
AF-O15116-F1,22168,0,0.0,0,11.661628723144531,nan,11.661628723144531,nan
AF-O02748-F1,161443,0,0.0,0,11.2578125,nan,11.2578125,nan
AF-O14350-F1,38475,0,0.0,0,10.102421760559082,nan,10.102421760559082,nan
AF-O13831-F1,68287,0,0.0,0,21.71068572998047,nan,21.71068572998047,nan
AF-O15519-4-F1,31788,0,0.0,0,14.48981761932373,nan,14.48981761932373,nan
AF-O15519-3-F1,60807,0,0.0,0,11.522265434265137,nan,11.522265434265137,nan
AF-O22467-F1,52304,0,0.0,0,23.731210708618164,nan,23.731210708618164,nan
AF-O14246-F1,104443,0,0.0,0,18.28883934020996,nan,18.28883934020996,nan
AF-O15232-2-F1,68206,0,0.0,0,11.421881675720215,nan,11.421881675720215,nan
AF-O28434-F1,12601,0,0.0,0,7.420973300933838,nan,7.420973300933838,nan
AF-O29370-F1,23480,0,0.0,0,16.579294204711914,nan,16.579294204711914,nan
AF-O23522-F1,79485,0,0.0,0,21.142484664916992,nan,21.142484664916992,nan
AF-O23614-2-F1,74694,0,0.0,0,17.893840789794922,nan,17.893840789794922,nan
AF-O31949-F1,23125,0,0.0,0,14.506141662597656,nan,14.506141662597656,nan
AF-O32583-F1,9642,0,0.0,0,12.895112991333008,nan,12.895112991333008,nan
AF-O26901-F1,80552,0,0.0,0,19.85382652282715,nan,19.85382652282715,nan
AF-O28341-F1,74891,0,0.0,0,14.684098243713379,nan,14.684098243713379,nan
AF-O34777-F1,24888,0,0.0,0,11.436829566955566,nan,11.436829566955566,nan
AF-O32223-F1,43373,0,0.0,0,20.78996467590332,nan,20.78996467590332,nan
AF-O42699-F1,37202,0,0.0,0,23.43824577331543,nan,23.43824577331543,nan
AF-O35885-F1,56489,0,0.0,0,11.967702865600586,nan,11.967702865600586,nan
AF-O34528-F1,57495,0,0.0,0,35.98161315917969,nan,35.98161315917969,nan
AF-O43598-2-F1,24775,0,0.0,0,19.366369247436523,nan,19.366369247436523,nan
AF-O15265-2-F1,211614,0,0.0,0,18.116355895996094,nan,18.116355895996094,nan
AF-O46098-F1,17987,0,0.0,0,11.715774536132812,nan,11.715774536132812,nan
AF-O43236-6-F1,59439,0,0.0,0,17.684396743774414,nan,17.684396743774414,nan
AF-O44406-3-F1,40040,0,0.0,0,16.31915855407715,nan,16.31915855407715,nan
AF-O59146-F1,20106,0,0.0,0,12.667122840881348,nan,12.667122840881348,nan
AF-O54788-F1,51009,0,0.0,0,14.313040733337402,nan,14.313040733337402,nan
AF-O54910-F1,57131,0,0.0,0,18.098485946655273,nan,18.098485946655273,nan
AF-O60729-2-F1,66960,0,0.0,0,23.318279266357422,nan,23.318279266357422,nan
AF-O60729-3-F1,68566,0,0.0,0,21.984704971313477,nan,21.984704971313477,nan
AF-O60294-F1,78372,0,0.0,0,19.10885238647461,nan,19.10885238647461,nan
AF-O60729-4-F1,70666,0,0.0,0,21.585832595825195,nan,21.585832595825195,nan
AF-O46504-F1,99830,0,0.0,0,34.514949798583984,nan,34.514949798583984,nan
AF-O60729-5-F1,66070,0,0.0,0,21.151599884033203,nan,21.151599884033203,nan
AF-O60729-F1,75590,0,0.0,0,25.268768310546875,nan,25.268768310546875,nan
AF-O69762-F1,35618,0,0.0,0,10.278191566467285,nan,10.278191566467285,nan
AF-O66875-F1,43961,0,0.0,0,24.5543212890625,nan,24.5543212890625,nan
AF-O75400-5-F1,24029,0,0.0,0,8.614961624145508,nan,8.614961624145508,nan
