protein_id,n_verts,clean_n,clean_mean_abs_esp,clean_p50_abs_esp,clean_p95_abs_esp,clean_p99_abs_esp,clean_max_abs_esp,embedded_n,embedded_frac,embedded_mean_abs_esp,embedded_p50_abs_esp,embedded_p95_abs_esp,embedded_p99_abs_esp,embedded_max_abs_esp,embedded_n_query,deep_n,deep_frac,deep_mean_abs_esp,deep_max_abs_esp,deep_n_query,max_penetration_A
AF-Q9BYQ8-F1,46052,40621,3.5848991870880127,3.3056447505950928,7.038166522979736,9.823330879211426,17.71416473388672,5431,0.11793190306609919,3.18215012550354,2.856917381286621,6.663256645202637,9.548827171325684,17.38102912902832,246,0,0.0,nan,nan,0,0.1446627200326136
AF-Q18JF4-F1,15375,13563,2.5170867443084717,2.090120553970337,6.656688213348389,8.32691478729248,11.729521751403809,1812,0.11785365853658536,2.704176425933838,2.2304248809814453,6.669571876525879,8.317216873168945,9.885631561279297,64,0,0.0,nan,nan,0,0.2826495300434051
AF-Q02796-F1,79041,69761,1.7715040445327759,1.5448776483535767,4.16637659072876,5.471153736114502,8.55018138885498,9280,0.1174074214648094,1.7544348239898682,1.4095921516418457,4.344404697418213,5.680529594421387,8.206511497497559,424,0,0.0,nan,nan,0,0.2778879133191019
AF-Q6FRZ8-F1,131698,116262,3.3987700939178467,3.139648199081421,7.60008430480957,9.547830581665039,12.910335540771484,15436,0.1172075506082097,3.977074146270752,3.7833471298217773,8.39818000793457,9.989489555358887,12.588726043701172,730,0,0.0,nan,nan,0,0.29971571385334217
AF-Q9LYP5-F1,133012,117446,1.9125638008117676,1.5387699604034424,4.895241737365723,7.367083549499512,15.750581741333008,15566,0.11702703515472289,2.0423429012298584,1.7296792268753052,4.979279041290283,6.88718843460083,14.078721046447754,705,0,0.0,nan,nan,0,0.0007882127574310172
AF-A1L1K8-F1,101182,89355,2.166806936264038,1.7879379987716675,5.421833515167236,6.893308162689209,10.0552978515625,11827,0.11688837935601194,2.476346254348755,2.1136159896850586,5.900930404663086,7.170536041259766,10.283493041992188,564,0,0.0,nan,nan,0,0.2968835410889714
AF-Q54F11-F1,152614,134788,2.497018814086914,2.2725110054016113,5.508436679840088,7.469480991363525,10.620736122131348,17826,0.1168044871374841,2.8636703491210938,2.724766969680786,6.036354064941406,7.939121246337891,10.434853553771973,808,0,0.0,nan,nan,0,0.28653218380015943
AF-P55965-F1,140222,123873,1.4751330614089966,1.1190615892410278,4.063104152679443,6.159292221069336,17.41584014892578,16349,0.11659368715322845,1.7135751247406006,1.4551888704299927,4.189962863922119,5.69450569152832,17.057130813598633,796,0,0.0,nan,nan,0,0.2710961261372673
AF-P0C8P9-F1,12497,11040,3.6208109855651855,3.6334736347198486,6.6069817543029785,8.462811470031738,11.185286521911621,1457,0.11658798111546771,4.060576915740967,4.087828636169434,7.1072773933410645,8.788931846618652,9.95287799835205,66,0,0.0,nan,nan,0,0.0007151709392161365
AF-P60896-F1,16381,14475,7.483963966369629,7.895299434661865,11.853333473205566,13.03232479095459,14.625250816345215,1906,0.11635431292350894,8.567121505737305,9.065943717956543,12.058557510375977,13.190611839294434,14.698261260986328,93,0,0.0,nan,nan,0,0.0007535577903196033
AF-Q9V895-F1,45432,40151,8.017906188964844,8.603286743164062,13.180219650268555,14.933090209960938,19.982507705688477,5281,0.11623965486881493,8.927210807800293,9.366837501525879,13.558809280395508,15.034600257873535,19.178668975830078,282,0,0.0,nan,nan,0,0.290203907494996
AF-Q945P1-F1,58708,51900,2.4121177196502686,2.15189266204834,5.6077070236206055,7.290008544921875,11.128610610961914,6808,0.11596375281051986,2.7557973861694336,2.582364320755005,5.891220569610596,7.456140995025635,10.534320831298828,277,0,0.0,nan,nan,0,0.2977938798682306
AF-Q91ZD6-2-F1,29051,25692,3.467407703399658,3.1417081356048584,7.743271827697754,9.425657272338867,13.159713745117188,3359,0.11562424701387215,3.920055627822876,3.5856313705444336,8.331924438476562,9.554594039916992,11.99554443359375,155,0,0.0,nan,nan,0,0.28106489831211934
AF-U4PCM1-2-F1,121327,107313,1.7394449710845947,1.4741140604019165,4.248586654663086,5.641922950744629,10.412994384765625,14014,0.11550602916086279,1.6953612565994263,1.383828043937683,4.331987380981445,5.575441360473633,10.508523941040039,660,0,0.0,nan,nan,0,0.29939302030341886
AF-Q55FC3-F1,18208,16109,1.2121554613113403,0.8873448371887207,3.4700357913970947,5.058380126953125,9.18075942993164,2099,0.11527899824253075,1.244579553604126,0.9344366192817688,3.406559705734253,4.546833038330078,9.253884315490723,104,0,0.0,nan,nan,0,0.000753671445776205
AF-P38912-F1,28578,25287,3.5595951080322266,2.9970040321350098,8.532249450683594,10.122133255004883,12.637960433959961,3291,0.11515851354188536,4.290828227996826,3.8875372409820557,9.34170150756836,10.518404960632324,12.280887603759766,149,0,0.0,nan,nan,0,0.2796646344270033
AF-Q96DH6-F1,62189,55028,2.1658010482788086,1.7754473686218262,5.480929374694824,7.606444358825684,12.471980094909668,7161,0.11514898133110357,2.0286178588867188,1.6364343166351318,5.178157806396484,7.115171909332275,11.295096397399902,317,0,0.0,nan,nan,0,0.19649068752074017
AF-Q8K4L6-F1,106032,93827,1.8438628911972046,1.5069934129714966,4.681732654571533,6.139272212982178,10.650960922241211,12205,0.1151067602233288,1.921384334564209,1.5943546295166016,4.777409553527832,6.255105018615723,9.012992858886719,598,0,0.0,nan,nan,0,0.27533049361641004
AF-Q8VDM6-3-F1,73115,64721,5.309080600738525,5.200845241546631,10.246698379516602,12.971074104309082,19.38395118713379,8394,0.11480544347945018,5.704601287841797,5.658071517944336,10.682696342468262,12.939397811889648,19.484416961669922,410,0,0.0,nan,nan,0,0.29292916935349445
AF-Q5QY14-F1,19556,17315,11.298999786376953,11.3851957321167,17.226823806762695,20.891752243041992,25.104887008666992,2241,0.1145939865003068,11.931090354919434,12.113953590393066,17.350019454956055,20.20631980895996,23.703678131103516,118,0,0.0,nan,nan,0,0.0008297620603774369
AF-Q298W7-F1,145225,128606,2.4189767837524414,2.2953062057495117,5.158184051513672,6.568191051483154,11.302872657775879,16619,0.1144362196591496,2.75361967086792,2.675391912460327,5.742843151092529,6.977428913116455,10.891634941101074,749,0,0.0,nan,nan,0,0.29921534404686734
AF-Q07655-F1,137029,121403,1.5982249975204468,1.2441455125808716,4.085445880889893,6.595264911651611,22.145183563232422,15626,0.11403425552255363,1.7557891607284546,1.478342056274414,4.223153591156006,6.148515224456787,22.364988327026367,734,0,0.0,nan,nan,0,0.29521915341137916
AF-Q9MA17-F1,77908,69031,1.9415262937545776,1.3493863344192505,5.835810661315918,8.966099739074707,15.605613708496094,8877,0.11394208553678697,2.020420551300049,1.6475743055343628,5.0232768058776855,7.79879903793335,15.592811584472656,388,0,0.0,nan,nan,0,0.28950576047190146
AF-A6NFN3-F1,67056,59420,1.5180786848068237,1.2304918766021729,3.8745694160461426,5.209465503692627,9.856013298034668,7636,0.11387497017418277,1.7381021976470947,1.4763634204864502,4.120180606842041,5.519611835479736,7.7141218185424805,351,0,0.0,nan,nan,0,0.28060573635352504
AF-Q93356-F1,64249,56936,2.0562539100646973,1.5275800228118896,6.246005058288574,9.451347351074219,13.511340141296387,7313,0.11382278323398029,1.9054069519042969,1.4185129404067993,5.278923511505127,8.695418357849121,13.639827728271484,334,0,0.0,nan,nan,0,0.0008083877372875303
AF-Q9URV0-F1,60065,53236,2.5772666931152344,2.1960792541503906,6.163974761962891,7.647533416748047,10.755741119384766,6829,0.11369349870973113,2.705648183822632,2.3147382736206055,6.353758335113525,7.743301868438721,10.752142906188965,279,0,0.0,nan,nan,0,0.2925963967225248
AF-Q17381-3-F1,89631,79441,2.323369026184082,1.6799194812774658,6.629599094390869,10.25817584991455,25.955394744873047,10190,0.11368834443440327,2.1106691360473633,1.4694058895111084,6.0612406730651855,9.797658920288086,23.49972152709961,508,0,0.0,nan,nan,0,0.28758535098833926
AF-Q8HXH6-F1,60526,53682,4.364284038543701,4.427662372589111,7.889345645904541,9.089064598083496,19.750179290771484,6844,0.11307537256716121,4.357239723205566,4.315870761871338,8.107099533081055,9.299286842346191,13.557381629943848,368,0,0.0,nan,nan,0,0.2987106043801707
AF-Q14153-2-F1,74883,66419,2.569937229156494,2.263737916946411,5.901585578918457,7.459277153015137,12.141672134399414,8464,0.11302965960231294,2.3861937522888184,2.0135886669158936,5.816596031188965,7.391799449920654,9.256013870239258,370,0,0.0,nan,nan,0,0.29209015421025764
AF-Q0WR66-2-F1,127545,113139,3.7917423248291016,3.5358126163482666,8.13028621673584,9.951891899108887,13.656502723693848,14406,0.1129483711631189,3.42738676071167,2.9792070388793945,7.9533257484436035,10.151464462280273,12.915648460388184,698,0,0.0,nan,nan,0,0.2946904501594243
AF-Q9LQX5-2-F1,62193,55170,3.225192070007324,2.9346609115600586,7.208787441253662,8.789322853088379,13.077176094055176,7023,0.1129226761854228,2.8125545978546143,2.3287315368652344,6.90470027923584,8.688790321350098,11.476926803588867,299,0,0.0,nan,nan,0,0.291680777951559
AF-P22022-F1,134223,119072,1.8963305950164795,1.5352818965911865,4.840724945068359,6.3777384757995605,11.784916877746582,15151,0.11287931278543915,1.950716257095337,1.6010068655014038,4.890026092529297,6.5585246086120605,10.929293632507324,729,0,0.0,nan,nan,0,0.2920945159500715
AF-F5B8W5-F1,107677,95523,3.467960834503174,3.0344629287719727,8.270146369934082,10.191178321838379,23.68999481201172,12154,0.11287461574895288,3.7454335689544678,3.4263203144073486,8.471855163574219,9.979949951171875,15.466558456420898,574,0,0.0,nan,nan,0,0.29867410729186217
AF-A9ZPC9-F1,189134,167822,4.276604175567627,4.037914276123047,9.068292617797852,11.025179862976074,16.193937301635742,21312,0.11268201381031438,3.779367685317993,3.408613681793213,8.568886756896973,10.834386825561523,16.128795623779297,1054,0,0.0,nan,nan,0,0.28787262184815043
AF-Q9ZV08-2-F1,49978,44349,1.8867216110229492,1.573689341545105,4.530852317810059,5.867034435272217,8.742853164672852,5629,0.11262955700508223,2.0572755336761475,1.7743502855300903,4.804495811462402,6.191521644592285,7.737157821655273,252,0,0.0,nan,nan,0,0.28656523312901994
AF-P14138-3-F1,50656,44955,2.500946521759033,2.2082512378692627,5.819701194763184,7.318921089172363,13.408782005310059,5701,0.1125434301958307,2.4545795917510986,2.1181740760803223,5.950660705566406,7.512665271759033,10.061186790466309,266,0,0.0,nan,nan,0,0.0007457522278999651
AF-Q9LQX5-F1,78514,69681,1.8542083501815796,1.4558684825897217,4.97966194152832,6.703479766845703,11.802512168884277,8833,0.1125022289018519,1.875624656677246,1.5386478900909424,4.8001532554626465,6.73834753036499,16.560474395751953,407,0,0.0,nan,nan,0,0.2952908626767903
AF-Q54PK9-F1,168951,149966,2.589078903198242,2.1454105377197266,6.41141414642334,9.673810005187988,18.386987686157227,18985,0.11236985871643257,2.1106677055358887,1.6815099716186523,5.481958866119385,8.253623962402344,18.1671085357666,888,0,0.0,nan,nan,0,0.2914972818926096
AF-Q9USS2-F1,168108,149229,1.971839427947998,1.6124837398529053,5.0001068115234375,7.1504106521606445,14.532461166381836,18879,0.11230280533942466,2.3558831214904785,2.0642971992492676,5.47645902633667,7.10443639755249,20.3194637298584,907,0,0.0,nan,nan,0,0.29698548602863006
AF-Q9LUS7-F1,31339,27821,2.436354875564575,2.1556220054626465,5.641106128692627,7.672868728637695,11.973006248474121,3518,0.11225629407447589,2.6146907806396484,2.4267444610595703,5.679553985595703,7.961723804473877,11.551264762878418,157,0,0.0,nan,nan,0,0.29520255304180654
AF-B4JYN3-F1,180972,160669,2.0257294178009033,1.8104242086410522,4.781054973602295,6.1873884201049805,17.928955078125,20303,0.11218862586477465,2.132246255874634,1.9010921716690063,5.061514377593994,6.442879676818848,14.876508712768555,880,0,0.0,nan,nan,0,0.28493236931703003
AF-Q6ZVF9-F1,179958,159774,1.6846002340316772,1.3699079751968384,4.334594249725342,5.661471843719482,10.947355270385742,20184,0.11215950388423966,1.7552202939987183,1.4731625318527222,4.346547603607178,5.794188976287842,9.034021377563477,1048,0,0.0,nan,nan,0,0.0008065851545087099
AF-Q96S94-3-F1,70373,62498,6.202511787414551,6.249321937561035,9.647658348083496,10.90004825592041,16.499391555786133,7875,0.11190371307177469,5.75967264175415,5.847430229187012,9.581277847290039,11.00511360168457,14.700642585754395,377,0,0.0,nan,nan,0,0.25390222240917093
AF-Q96LX7-3-F1,23680,21033,2.0945756435394287,1.9485224485397339,4.6184515953063965,5.740482807159424,8.079254150390625,2647,0.1117820945945946,2.5072977542877197,2.4301655292510986,5.199230194091797,6.128037452697754,7.278075218200684,134,0,0.0,nan,nan,0,0.000776356851747928
AF-O15265-2-F1,211614,187978,5.753262519836426,5.668350696563721,9.25357437133789,11.275256156921387,18.117759704589844,23636,0.11169393329363841,5.21946382522583,5.040165901184082,9.008638381958008,11.006525039672852,16.35428810119629,1156,0,0.0,nan,nan,0,0.28261696402011827
AF-O75400-5-F1,24029,21348,1.6727007627487183,1.2511892318725586,4.97069787979126,6.727901458740234,8.614961624145508,2681,0.1115735153356361,1.6472452878952026,1.022032380104065,5.267942905426025,6.659670352935791,7.796271800994873,119,0,0.0,nan,nan,0,0.0007861600844036865
AF-Q80Z64-2-F1,65796,58468,2.3522775173187256,1.7646856307983398,6.839890003204346,9.01795768737793,12.724138259887695,7328,0.11137455164447686,2.1661922931671143,1.6820251941680908,5.8632612228393555,8.488285064697266,12.242835998535156,310,0,0.0,nan,nan,0,0.26763584969113685
AF-P85797-F1,50241,44652,2.385298013687134,2.0644328594207764,5.656301975250244,7.34320592880249,13.511502265930176,5589,0.11124380486057205,2.316718578338623,1.9405373334884644,5.515881061553955,7.388571262359619,13.394855499267578,234,0,0.0,nan,nan,0,0.2971273600661021
AF-Q6NYC8-2-F1,90874,80773,2.0171022415161133,1.7383674383163452,4.825079917907715,6.543234348297119,11.124407768249512,10101,0.11115390540748729,2.1271557807922363,1.9079766273498535,4.847255229949951,6.416836738586426,10.298504829406738,474,0,0.0,nan,nan,0,0.29469788970817257
AF-Q7XYY2-2-F1,150515,133805,2.3842012882232666,2.0058887004852295,5.800477981567383,8.606565475463867,17.963533401489258,16710,0.11101883533202671,1.9744083881378174,1.5035572052001953,5.33073616027832,7.533146858215332,17.4656982421875,753,0,0.0,nan,nan,0,0.2915869842329806
AF-O02748-F1,161443,143526,1.6044013500213623,1.3064608573913574,4.152750492095947,5.7025651931762695,11.2578125,17917,0.11098034600447217,1.9699994325637817,1.718137264251709,4.75215482711792,6.154601097106934,8.85770320892334,811,0,0.0,nan,nan,0,0.2999119156149622
AF-Q8BWR2-F1,31928,28389,2.909224510192871,2.104717254638672,8.239330291748047,12.401239395141602,18.921077728271484,3539,0.1108431470809321,3.3221628665924072,2.4472849369049072,9.070978164672852,12.897269248962402,19.066320419311523,160,0,0.0,nan,nan,0,0.2828679092476041
AF-Q9W0K7-F1,203101,180595,1.78635573387146,1.5112340450286865,4.374288558959961,5.842866897583008,10.952479362487793,22506,0.11081186207847327,1.781585454940796,1.448714017868042,4.499851226806641,5.933650970458984,13.372193336486816,1059,0,0.0,nan,nan,0,0.2937438591390691
AF-Q14934-18-F1,139015,123623,1.8199948072433472,1.4772008657455444,4.685328483581543,6.210286617279053,11.791507720947266,15392,0.11072186454699133,2.100274085998535,1.7843148708343506,5.147833347320557,6.499168395996094,10.803281784057617,701,0,0.0,nan,nan,0,0.2923807960347242
AF-Q1L9C7-2-F1,40590,36099,2.4185876846313477,2.1175179481506348,5.560770034790039,6.826580047607422,10.127018928527832,4491,0.1106430155210643,2.505795478820801,2.330493688583374,5.509344577789307,7.015671730041504,9.483671188354492,222,0,0.0,nan,nan,0,0.2825908957544714
AF-A8WRJ2-F1,143940,128015,2.285118818283081,1.9119856357574463,5.622962951660156,7.77466344833374,16.65433120727539,15925,0.1106363762678894,2.4046599864959717,2.0478062629699707,5.68533992767334,7.4860453605651855,15.444929122924805,763,0,0.0,nan,nan,0,0.29297354942702636
AF-A8WJR8-F1,149909,133340,5.925065517425537,5.497592926025391,11.258068084716797,13.370341300964355,46.729618072509766,16569,0.11052705307886784,5.303757667541504,4.876585960388184,10.579151153564453,13.261690139770508,29.874784469604492,752,0,0.0,nan,nan,0,0.28622225394622347
AF-Q6C9N0-F1,136063,121041,2.7079646587371826,2.3536646366119385,6.324592113494873,8.283488273620605,16.027332305908203,15022,0.11040473898120723,2.6403791904449463,2.368346691131592,6.068400859832764,7.915746688842773,14.713075637817383,685,0,0.0,nan,nan,0,0.28619771782370684
AF-Q9C9F6-F1,165010,146812,6.473358154296875,6.3732476234436035,10.480591773986816,12.046833992004395,15.521899223327637,18198,0.11028422519847282,7.0268449783325195,7.00053596496582,11.038134574890137,12.433034896850586,14.772911071777344,835,0,0.0,nan,nan,0,0.2900232523867333
AF-P70324-2-F1,148007,131704,2.325287103652954,1.8097577095031738,6.340176582336426,9.884932518005371,20.500770568847656,16303,0.11015019559885682,2.163727045059204,1.6926379203796387,5.734134674072266,9.06318187713623,19.965444564819336,808,0,0.0,nan,nan,0,0.2918206002422108
AF-A5DSS9-F1,85954,76488,2.078375816345215,1.6798374652862549,5.236183166503906,7.805627822875977,14.083030700683594,9466,0.11012867347651069,2.215095043182373,1.8781187534332275,5.183937072753906,7.196049213409424,11.782925605773926,430,0,0.0,nan,nan,0,0.2713317774380053
AF-Q6JHY2-3-F1,76636,68201,2.052363157272339,1.8595925569534302,4.571373462677002,6.135193824768066,13.701876640319824,8435,0.11006576543660943,1.9208483695983887,1.655240774154663,4.630810737609863,5.938950538635254,11.226061820983887,398,0,0.0,nan,nan,0,0.2888982868005967
AF-Q5SW24-2-F1,143599,127796,2.6071507930755615,2.2744524478912354,6.171093940734863,8.12582015991211,11.821687698364258,15803,0.11004951287961616,2.363859176635742,1.9563487768173218,6.0385613441467285,7.784646511077881,10.805378913879395,756,0,0.0,nan,nan,0,0.2956910186295011
AF-I1C083-F1,18284,16275,5.946314334869385,5.781868934631348,9.936097145080566,12.245238304138184,15.204089164733887,2009,0.10987748851454823,6.516129016876221,6.617252349853516,10.186810493469238,12.148305892944336,13.914055824279785,95,0,0.0,nan,nan,0,0.28961290971818054
AF-Q99932-2-F1,113941,101439,2.13246750831604,1.9426913261413574,4.710324287414551,5.9893479347229,10.715774536132812,12502,0.10972345336621585,2.5433542728424072,2.4797189235687256,5.218618392944336,6.2635955810546875,9.7056303024292,531,0,0.0,nan,nan,0,0.29648687177059896
AF-O95467-F1,60122,53529,3.043860673904419,2.6974830627441406,7.12759256362915,8.795088768005371,11.663984298706055,6593,0.1096603572735438,3.625328779220581,3.4526124000549316,8.026494979858398,9.30283260345459,11.308639526367188,360,0,0.0,nan,nan,0,0.0007671768900818776
AF-Q9M0K4-F1,61286,54573,2.1084444522857666,1.6031149625778198,5.972901344299316,8.022504806518555,14.46902084350586,6713,0.10953561988056,2.017946481704712,1.6494566202163696,5.23000955581665,7.790604114532471,13.859161376953125,309,0,0.0,nan,nan,0,0.2980392834658798
AF-A0A8M1NHK4-F1,113505,101119,2.0714001655578613,1.665731430053711,5.3034186363220215,8.247030258178711,15.884306907653809,12386,0.10912294612572133,2.045896291732788,1.6668939590454102,4.908919811248779,7.079336166381836,15.856308937072754,521,0,0.0,nan,nan,0,0.2927078137861333
AF-Q499A3-F1,107115,95427,5.245418071746826,5.27243185043335,9.141153335571289,11.168360710144043,15.593948364257812,11688,0.10911637025626662,5.672183990478516,5.733726978302002,9.528022766113281,11.208051681518555,15.512520790100098,572,0,0.0,nan,nan,0,0.2921066937205823
AF-O02751-F1,111208,99076,2.3275089263916016,2.003964424133301,5.493589401245117,7.417230606079102,20.210172653198242,12132,0.10909287101647364,2.7988576889038086,2.5808873176574707,6.0139617919921875,7.431248188018799,13.299042701721191,617,0,0.0,nan,nan,0,0.2936981157132734
AF-Q49W78-F1,10341,9213,5.750919342041016,5.732484817504883,9.854814529418945,15.143542289733887,22.868194580078125,1128,0.10908035973310125,6.180919647216797,6.4442338943481445,9.749761581420898,13.34670639038086,22.83724021911621,55,0,0.0,nan,nan,0,0.0006883227174911966
AF-Q76N32-2-F1,138207,123134,3.0344557762145996,2.8093202114105225,6.751282215118408,8.886516571044922,13.856087684631348,15073,0.10906104611199144,3.3774335384368896,3.2844278812408447,7.186002731323242,8.64953899383545,12.969769477844238,758,0,0.0,nan,nan,0,0.24823482614551484
AF-B7N7Y9-F1,18501,16489,5.087846279144287,4.850955486297607,9.535133361816406,10.917573928833008,12.352749824523926,2012,0.10875087833090104,5.630187511444092,5.614413738250732,9.810688018798828,10.877456665039062,12.359467506408691,77,0,0.0,nan,nan,0,0.29264171297988584
AF-P36041-F1,150109,133801,3.1813907623291016,2.979607343673706,6.405445098876953,7.790207862854004,13.68700122833252,16308,0.10864105416730509,2.7307417392730713,2.4159016609191895,6.22157621383667,7.915503978729248,11.151618003845215,755,0,0.0,nan,nan,0,0.2822438347259594
AF-P86857-F1,34423,30686,2.5460879802703857,2.3655736446380615,5.256746768951416,6.898589611053467,12.057504653930664,3737,0.10856113644946692,2.3262083530426025,1.9747480154037476,5.313091278076172,7.2454094886779785,10.95124626159668,164,0,0.0,nan,nan,0,0.26108611589782793
AF-Q12310-F1,128605,114664,1.9618099927902222,1.632440209388733,4.843278884887695,6.419741153717041,11.298094749450684,13941,0.10840169511294273,2.072640895843506,1.7975389957427979,4.951515197753906,6.426152229309082,10.21769905090332,631,0,0.0,nan,nan,0,0.2969357893870247
AF-P43780-F1,16729,14919,1.6933456659317017,1.3901104927062988,4.3406453132629395,5.637744903564453,9.736929893493652,1810,0.10819534939326918,1.7015193700790405,1.507213830947876,4.138630390167236,5.456241607666016,8.266921997070312,86,0,0.0,nan,nan,0,0.2512562961032022
AF-Q08887-F1,134682,120125,2.632911443710327,2.3672773838043213,5.810398578643799,7.027881622314453,11.473502159118652,14557,0.10808422803344174,2.2669973373413086,1.8983486890792847,5.591018199920654,7.046014308929443,11.43731689453125,669,0,0.0,nan,nan,0,0.2821224461991825
AF-P82946-F1,11447,10211,2.5034596920013428,2.28808331489563,5.407758712768555,6.59050178527832,8.144119262695312,1236,0.10797588887918232,3.1145236492156982,3.1399731636047363,5.812183380126953,6.886539459228516,7.851480484008789,53,0,0.0,nan,nan,0,0.29715616492870234
AF-P11308-2-F1,70530,62915,1.5709989070892334,1.166343331336975,4.331972122192383,7.234284400939941,11.325697898864746,7615,0.10796824046505034,1.635985255241394,1.3605389595031738,4.003093242645264,6.019374370574951,10.784815788269043,337,0,0.0,nan,nan,0,0.2740659770831746
AF-A0A2R8Y7D0-F1,21322,19020,3.0033602714538574,2.679042339324951,6.915974140167236,8.81006145477295,16.050106048583984,2302,0.1079636056655098,2.889486074447632,2.637432813644409,6.415656566619873,8.229296684265137,14.996883392333984,103,0,0.0,nan,nan,0,0.0007942147204169636
AF-Q9HCS4-F1,131810,117582,2.323582649230957,1.798215389251709,6.766389846801758,9.200937271118164,15.388307571411133,14228,0.10794325165010242,2.1020195484161377,1.5824438333511353,6.006577968597412,8.255180358886719,15.370643615722656,704,0,0.0,nan,nan,0,0.2841182765661078
AF-Q9C670-2-F1,79306,70748,2.3405158519744873,2.08915376663208,5.4312520027160645,6.989910125732422,9.784191131591797,8558,0.1079111290444607,2.7823801040649414,2.5855712890625,6.066529273986816,7.271564960479736,8.931835174560547,399,0,0.0,nan,nan,0,0.2803822450563137
AF-Q3URY2-2-F1,78463,69999,2.060771942138672,1.8264409303665161,4.773950576782227,6.127128601074219,10.44400405883789,8464,0.10787250041420797,2.3224985599517822,2.0753533840179443,5.331846714019775,6.417746543884277,11.031150817871094,353,0,0.0,nan,nan,0,0.2853366263348467
AF-Q63665-3-F1,61875,55203,2.1372926235198975,1.7505981922149658,5.522276401519775,6.942358493804932,9.948938369750977,6672,0.10783030303030303,2.475332498550415,2.042215585708618,6.168771266937256,7.123995780944824,9.238618850708008,302,0,0.0,nan,nan,0,0.2728965280467366
AF-Q5DU00-F1,96041,85696,2.580982208251953,2.2668206691741943,6.054222106933594,7.7737884521484375,13.058952331542969,10345,0.10771441363584303,2.8453528881073,2.4453580379486084,6.787785530090332,8.360580444335938,13.46657657623291,527,0,0.0,nan,nan,0,0.000809620752974749
AF-Q05519-2-F1,109311,97538,5.564151287078857,4.988431930541992,10.848691940307617,12.719686508178711,17.301239013671875,11773,0.10770187812754435,5.301893711090088,5.080965518951416,11.128254890441895,13.059663772583008,16.932050704956055,592,0,0.0,nan,nan,0,0.284779093939746
